# 简单词白名单（按词形，含变形）。tag: zk=中考 gk=高考 cet4 ielts ngsl5k=NGSL 前5000词面形
# 由 /tmp/wordlists 生成后固化进仓库，供改写校验复现用。生成时间 2026-09-19
converts	ngsl5k
convey	cet4
convey	gk
convey	ielts
convict	ielts
conviction	ielts
convince	cet4
convince	gk
convince	ielts
convince	ngsl5k
convinced	ngsl5k
convinces	ngsl5k
convincing	ngsl5k
convincings	ngsl5k
cook	gk
cook	ngsl5k
cook	zk
cooked	ngsl5k
cooker	gk
cooker	zk
cookie	gk
cooking	ielts
cooking	ngsl5k
cookings	ngsl5k
cooks	ngsl5k
cool	gk
cool	ngsl5k
cool	zk
cooled	ngsl5k
coolest	ngsl5k
cooling	ngsl5k
cools	ngsl5k
cooperate	cet4
cooperate	ielts
cooperation	ielts
cooperation	ngsl5k
cooperations	ngsl5k
coordinate	cet4
coordinate	ielts
cop	ielts
cope	cet4
cope	ngsl5k
coped	ngsl5k
copes	ngsl5k
copied	ngsl5k
copies	ngsl5k
coping	ngsl5k
copings	ngsl5k
copper	cet4
copy	gk
copy	ielts
copy	ngsl5k
copy	zk
copying	ngsl5k
copyings	ngsl5k
coral	gk
cord	cet4
cordial	cet4
cordial	ielts
cordless	gk
core	cet4
core	ngsl5k
cored	ngsl5k
cores	ngsl5k
coring	ngsl5k
corings	ngsl5k
cork	ielts
corn	cet4
corn	gk
corner	gk
corner	ngsl5k
corner	zk
cornered	ngsl5k
cornering	ngsl5k
cornerings	ngsl5k
corners	ngsl5k
corporate	ielts
corporate	ngsl5k
corporated	ngsl5k
corporates	ngsl5k
corporating	ngsl5k
corporatings	ngsl5k
corporation	cet4
corporation	gk
corporation	ielts
corporation	ngsl5k
corporations	ngsl5k
corps	ielts
corpse	ielts
correct	cet4
correct	gk
correct	ngsl5k
correct	zk
corrected	ngsl5k
correcting	ngsl5k
correctings	ngsl5k
correction	cet4
correction	gk
corrects	ngsl5k
correlate	ielts
correspond	cet4
correspond	gk
correspond	ielts
correspond	ngsl5k
corresponded	ngsl5k
correspondence	ielts
correspondent	cet4
correspondent	ielts
corresponding	cet4
corresponding	ielts
corresponding	ngsl5k
correspondings	ngsl5k
corresponds	ngsl5k
corridor	cet4
corrode	ielts
corrupt	gk
corrupt	ielts
cos	ngsl5k
cosmic	ielts
cosmopolitan	ielts
cost	gk
cost	ielts
cost	ngsl5k
cost	zk
costed	ngsl5k
costing	ngsl5k
costings	ngsl5k
costly	cet4
costly	ielts
costs	ielts
costs	ngsl5k
costume	ielts
cosy	gk
cosy	ielts
cot	ielts
cottage	cet4
cottage	gk
cottage	ielts
cotton	cet4
cotton	gk
cotton	ielts
cotton	zk
couch	ielts
cough	cet4
cough	gk
cough	ielts
cough	ngsl5k
cough	zk
coughed	ngsl5k
coughing	ngsl5k
coughings	ngsl5k
coughs	ngsl5k
could	ngsl5k
could	zk
coulda	ngsl5k
couldn	ngsl5k
council	cet4
council	ielts
council	ngsl5k
councilled	ngsl5k
councilling	ngsl5k
councillings	ngsl5k
councils	ngsl5k
counsel	ielts
counsel	ngsl5k
counseling	ngsl5k
counselings	ngsl5k
counselled	ngsl5k
counselling	ngsl5k
counsels	ngsl5k
count	cet4
count	gk
count	ngsl5k
count	zk
counted	ngsl5k
counter	cet4
counter	gk
counter	ielts
counter	ngsl5k
counterbalance	ielts
countered	ngsl5k
counterfeit	ielts
countering	ngsl5k
counterings	ngsl5k
counterpart	ielts
counters	ngsl5k
counties	ngsl5k
counting	ngsl5k
countings	ngsl5k
countries	ielts
countries	ngsl5k
country	gk
country	ielts
country	ngsl5k
country	zk
countrys	ngsl5k
countryside	gk
countryside	ielts
countryside	zk
counts	ngsl5k
county	cet4
county	ngsl5k
couple	cet4
couple	gk
couple	ngsl5k
couple	zk
coupled	ngsl5k
couples	ngsl5k
coupling	ngsl5k
couplings	ngsl5k
coupon	ielts
courage	cet4
courage	gk
courage	zk
courier	ielts
course	cet4
course	gk
course	ielts
course	ngsl5k
course	zk
coursed	ngsl5k
courses	ngsl5k
coursing	ngsl5k
coursings	ngsl5k
court	cet4
court	gk
court	ngsl5k
courted	ngsl5k
courtesy	ielts
courting	ngsl5k
courtings	ngsl5k
courts	ngsl5k
courtyard	gk
cousin	cet4
cousin	gk
cousin	ngsl5k
cousin	zk
cousins	ngsl5k
cover	gk
cover	ielts
cover	ngsl5k
cover	zk
coverage	ielts
coverage	ngsl5k
coverages	ngsl5k
covered	ngsl5k
covering	ngsl5k
coverings	ngsl5k
covers	ngsl5k
cow	cet4
cow	gk
cow	ngsl5k
cow	zk
coward	cet4
coward	ielts
cowboy	gk
cowed	ngsl5k
cowing	ngsl5k
cowings	ngsl5k
cows	ngsl5k
coz	ngsl5k
crack	cet4
crack	ielts
crack	ngsl5k
cracked	ngsl5k
cracking	ngsl5k
crackings	ngsl5k
cracks	ngsl5k
cradle	ielts
craft	cet4
craft	ielts
craft	ngsl5k
crafted	ngsl5k
crafting	ngsl5k
craftings	ngsl5k
crafts	ngsl5k
cramming	ielts
crane	cet4
crash	cet4
crash	gk
crash	ielts
crash	ngsl5k
crashed	ngsl5k
crashes	ngsl5k
crashing	ngsl5k
crashings	ngsl5k
crater	ielts
crawl	cet4
crawl	ielts
crayon	gk
crayon	zk
crazier	ngsl5k
crazies	ngsl5k
craziest	ngsl5k
crazy	cet4
crazy	gk
crazy	ngsl5k
crazy	zk
cream	cet4
cream	gk
cream	ielts
cream	ngsl5k
creamed	ngsl5k
creaming	ngsl5k
creamings	ngsl5k
creams	ngsl5k
crease	ielts
create	cet4
create	gk
create	ielts
create	ngsl5k
create	zk
created	ngsl5k
creates	ngsl5k
creating	ngsl5k
creatings	ngsl5k
creation	ielts
creation	ngsl5k
creations	ngsl5k
creative	cet4
creative	ngsl5k
creatives	ngsl5k
creature	cet4
creature	gk
creature	ngsl5k
creatures	ngsl5k
credentials	ielts
credible	ielts
credit	gk
credit	ielts
credit	ngsl5k
credited	ngsl5k
crediting	ngsl5k
creditings	ngsl5k
credits	ngsl5k
creep	cet4
creep	ielts
crevice	ielts
crew	cet4
crew	gk
crew	ngsl5k
crewed	ngsl5k
crewing	ngsl5k
crewings	ngsl5k
crews	ngsl5k
cricket	cet4
cricket	ielts
cried	ngsl5k
cries	ngsl5k
crime	cet4
crime	gk
crime	ielts
crime	ngsl5k
crimes	ngsl5k
criminal	cet4
criminal	gk
criminal	ielts
criminal	ngsl5k
criminals	ngsl5k
cripple	cet4
cripple	ielts
crises	ngsl5k
crisis	cet4
crisis	ielts
crisis	ngsl5k
crisp	ielts
criteria	ngsl5k
criterion	gk
criterion	ielts
criterion	ngsl5k
criterions	ngsl5k
critic	cet4
critic	ngsl5k
critical	cet4
critical	ielts
critical	ngsl5k
criticals	ngsl5k
criticise	ngsl5k
criticised	ngsl5k
criticises	ngsl5k
criticising	ngsl5k
criticisings	ngsl5k
criticism	cet4
criticism	ngsl5k
criticisms	ngsl5k
criticize	cet4
criticize	ngsl5k
criticized	ngsl5k
criticizes	ngsl5k
criticizing	ngsl5k
critics	ngsl5k
crocodile	ielts
crooked	ielts
crop	cet4
crop	gk
crop	ngsl5k
cropped	ngsl5k
cropping	ngsl5k
croppings	ngsl5k
crops	ielts
crops	ngsl5k
cross	cet4
cross	gk
cross	ngsl5k
cross	zk
crossed	ngsl5k
crosses	ngsl5k
crossing	gk
crossing	ngsl5k
crossings	ngsl5k
crossroads	gk
crouch	ielts
crow	cet4
crowd	cet4
crowd	gk
crowd	ngsl5k
crowded	gk
crowded	ngsl5k
crowding	ngsl5k
crowdings	ngsl5k
crowds	ngsl5k
crown	cet4
crown	ielts
crucial	cet4
crucial	ielts
crucial	ngsl5k
crucials	ngsl5k
crude	cet4
crude	ielts
cruel	cet4
cruel	gk
cruel	zk
cruise	ielts
crumb	ielts
crumble	ielts
crumple	ielts
crush	cet4
crush	ielts
crust	cet4
crust	ielts
cry	gk
cry	ngsl5k
cry	zk
cryed	ngsl5k
crying	ngsl5k
crystal	cet4
crystal	ielts
cube	cet4
cube	gk
cube	ielts
cubic	cet4
cubic	gk
cucumber	cet4
cucumber	ielts
cue	cet4
cue	ielts
cuisine	gk
culminate	ielts
cultivate	cet4
cultivate	ielts
cultivation	ielts
cultural	ielts
cultural	ngsl5k
culturals	ngsl5k
culture	cet4
culture	gk
culture	ielts
culture	ngsl5k
culture	zk
cultured	ngsl5k
cultures	ngsl5k
culturing	ngsl5k
culturings	ngsl5k
cumbersome	ielts
cumulative	ielts
cunning	cet4
cunning	ielts
cup	gk
cup	ielts
cup	ngsl5k
cup	zk
cupboard	cet4
cupboard	gk
cupboard	ielts
cupped	ngsl5k
cupping	ngsl5k
cuppings	ngsl5k
cups	ielts
cups	ngsl5k
curb	ielts
cure	cet4
cure	gk
cure	ielts
curiosity	cet4
curious	cet4
curious	gk
curious	ngsl5k
curiouser	ngsl5k
curl	cet4
curl	ielts
curly	ielts
currencies	ngsl5k
currency	gk
currency	ielts
currency	ngsl5k
current	cet4
current	ielts
current	ngsl5k
currently	ngsl5k
currents	ngsl5k
curriculum	gk
curriculum	ielts
curse	cet4
curse	ielts
curtail	ielts
curtain	cet4
curtain	gk
curtain	ngsl5k
curtained	ngsl5k
curtaining	ngsl5k
curtainings	ngsl5k
curtains	ielts
curtains	ngsl5k
curve	cet4
curve	ielts
curve	ngsl5k
curved	ngsl5k
curves	ngsl5k
curving	ngsl5k
curvings	ngsl5k
cushion	cet4
cushion	gk
cushion	ielts
custodian	ielts
custom	cet4
custom	gk
custom	ielts
custom	ngsl5k
customary	ielts
customer	cet4
customer	gk
customer	ielts
customer	ngsl5k
customers	ielts
customers	ngsl5k
customs	gk
customs	ngsl5k
cut	gk
cut	ielts
cut	ngsl5k
cut	zk
cute	ielts
cuts	ngsl5k
cutted	ngsl5k
cutting	ielts
cutting	ngsl5k
cuttings	ngsl5k
cycle	cet4
cycle	gk
cycle	ielts
cycle	ngsl5k
cycled	ngsl5k
cycles	ngsl5k
cycling	ielts
cycling	ngsl5k
cyclings	ngsl5k
cyclist	gk
cylinder	ielts
cynical	ielts
d	ngsl5k
dad	ngsl5k
dad	zk
daddies	ngsl5k
daddy	ngsl5k
dads	ngsl5k
daies	ngsl5k
dailies	ngsl5k
daily	cet4
daily	gk
daily	ielts
daily	ngsl5k
daily	zk
dairy	cet4
dairy	ielts
dam	cet4
dam	gk
dam	ielts
damage	cet4
damage	gk
damage	ielts
damage	ngsl5k
damaged	ngsl5k
damages	ielts
damages	ngsl5k
damaging	ngsl5k
damagings	ngsl5k
damn	ngsl5k
damned	ngsl5k
damning	ngsl5k
damnings	ngsl5k
damns	ngsl5k
damp	cet4
damp	gk
damp	ielts
dance	gk
dance	ngsl5k
dance	zk
danced	ngsl5k
danceing	ngsl5k
danceings	ngsl5k
dancer	ielts
dances	ngsl5k
dancing	ngsl5k
danger	cet4
danger	gk
danger	ielts
danger	ngsl5k
danger	zk
dangerous	cet4
dangerous	gk
dangerous	ielts
dangerous	ngsl5k
dangerous	zk
dangers	ngsl5k
dare	cet4
dare	gk
dare	ngsl5k
dare	zk
dared	ngsl5k
dares	ngsl5k
daring	cet4
daring	ngsl5k
darings	ngsl5k
dark	gk
dark	ielts
dark	ngsl5k
dark	zk
darker	ngsl5k
darkest	ngsl5k
darkness	gk
darkness	ngsl5k
darknesses	ngsl5k
darling	cet4
dart	ielts
dash	cet4
dash	gk
dash	ielts
data	cet4
data	gk
data	ielts
data	ngsl5k
database	gk
database	ielts
database	ngsl5k
databases	ngsl5k
datas	ngsl5k
date	gk
date	ielts
date	ngsl5k
date	zk
dated	ngsl5k
dates	ngsl5k
dating	ngsl5k
datings	ngsl5k
datum	ngsl5k
daughter	gk
daughter	ngsl5k
daughter	zk
daughters	ngsl5k
dawn	cet4
dawn	gk
dawn	ielts
day	gk
day	ielts
day	ngsl5k
day	zk
daylight	cet4
daylight	gk
days	ngsl5k
dazzle	ielts
dead	gk
dead	ngsl5k
dead	zk
deader	ngsl5k
deadest	ngsl5k
deadline	gk
deadline	ielts
deadlock	ielts
deadly	cet4
deadly	ielts
deaf	cet4
deaf	gk
deaf	ielts
deaf	zk
deal	cet4
deal	gk
deal	ngsl5k
deal	zk
dealed	ngsl5k
dealer	ngsl5k
dealers	ngsl5k
dealing	ngsl5k
dealings	ngsl5k
deals	ngsl5k
dealt	ngsl5k
dean	ielts
dear	gk
dear	ngsl5k
dear	zk
dearer	ngsl5k
dearest	ngsl5k
dears	ngsl5k
dearth	ielts
death	cet4
death	gk
death	ngsl5k
death	zk
deaths	ngsl5k
debate	cet4
debate	gk
debate	ngsl5k
debated	ngsl5k
debates	ngsl5k
debating	ngsl5k
debatings	ngsl5k
debris	ielts
debt	cet4
debt	gk
debt	ielts
debt	ngsl5k
debts	ngsl5k
decade	cet4
decade	gk
decade	ielts
decade	ngsl5k
decades	ngsl5k
decay	cet4
decay	ielts
deceit	cet4
deceive	cet4
deceive	ielts
december	gk
december	ielts
december	zk
decent	cet4
decent	ielts
decide	gk
decide	ngsl5k
decide	zk
decided	ngsl5k
decides	ngsl5k
deciding	ngsl5k
decidings	ngsl5k
decimal	ielts
decipher	ielts
decision	cet4
decision	gk
decision	ielts
decision	ngsl5k
decision	zk
decisions	ngsl5k
deck	cet4
deck	ielts
declaration	ielts
declare	cet4
declare	gk
declare	ielts
declare	ngsl5k
declared	ngsl5k
declares	ngsl5k
declaring	ngsl5k
declarings	ngsl5k
decline	cet4
decline	gk
decline	ielts
decline	ngsl5k
declined	ngsl5k
declines	ngsl5k
declining	ngsl5k
declinings	ngsl5k
decompose	ielts
decorate	cet4
decorate	gk
decorate	ielts
decoration	gk
decoration	ielts
decorations	ielts
decrease	cet4
decrease	gk
decrease	ielts
decrease	ngsl5k
decreased	ngsl5k
decreases	ngsl5k
decreasing	ngsl5k
decreasings	ngsl5k
decree	ielts
decrepit	ielts
dedicate	ielts
dedicate	ngsl5k
dedicated	ielts
dedicated	ngsl5k
dedicates	ngsl5k
dedicating	ngsl5k
dedicatings	ngsl5k
dedication	ielts
deduce	cet4
deduce	ielts
deduct	ielts
deed	cet4
deed	gk
deem	ielts
deep	gk
deep	ngsl5k
deep	zk
deepen	cet4
deeper	ngsl5k
deepest	ngsl5k
deeply	gk
deeply	ngsl5k
deeps	ngsl5k
deer	cet4
deer	gk
default	ielts
defeat	cet4
defeat	gk
defeat	ielts
defeat	ngsl5k
defeated	ngsl5k
defeating	ngsl5k
defeatings	ngsl5k
defeats	ngsl5k
defect	cet4
defect	ielts
defence	cet4
defence	gk
defence	ielts
defence	ngsl5k
defences	ngsl5k
defend	cet4
defend	gk
defend	ngsl5k
defendant	ielts
defended	ngsl5k
defending	ngsl5k
defendings	ngsl5k
defends	ngsl5k
defense	ngsl5k
defenses	ngsl5k
defer	ielts
defiance	ielts
deficiency	ielts
deficit	ielts
deficit	ngsl5k
deficits	ngsl5k
defile	ielts
define	cet4
define	ngsl5k
defined	ngsl5k
defines	ngsl5k
defining	ngsl5k
definings	ngsl5k
definite	cet4
definite	ielts
definitely	cet4
definitely	ngsl5k
definition	cet4
definition	ngsl5k
definitions	ngsl5k
definitive	ielts
deflate	ielts
deflect	ielts
defraud	ielts
deft	ielts
defy	ielts
degenerate	ielts
degrade	ielts
degree	cet4
degree	gk
degree	ielts
degree	ngsl5k
degree	zk
degrees	ngsl5k
delay	cet4
delay	gk
delay	ielts
delay	ngsl5k
delayed	ngsl5k
delaying	ngsl5k
delayings	ngsl5k
delays	ngsl5k
delectable	ielts
delegate	cet4
delegate	ielts
delegation	cet4
delete	cet4
delete	gk
delete	ielts
deliberate	cet4
deliberate	ielts
deliberately	cet4
deliberately	gk
delicate	cet4
delicate	gk
delicate	ielts
delicious	cet4
delicious	gk
delicious	ielts
delicious	zk
delight	cet4
delight	gk
delight	ngsl5k
delighted	gk
delighted	ngsl5k
delighting	ngsl5k
delightings	ngsl5k
delights	ngsl5k
delinquency	ielts
delirium	ielts
deliver	cet4
deliver	gk
deliver	ielts
deliver	ngsl5k
delivered	ngsl5k
deliveries	ngsl5k
delivering	ngsl5k
deliverings	ngsl5k
delivers	ngsl5k
delivery	cet4
delivery	ielts
delivery	ngsl5k
delude	ielts
deluge	ielts
demand	cet4
demand	gk
demand	ngsl5k
demanded	ngsl5k
demanding	ngsl5k
demandings	ngsl5k
demands	ngsl5k
democracies	ngsl5k
democracy	cet4
democracy	ielts
democracy	ngsl5k
democratic	cet4
democratic	ngsl5k
democratics	ngsl5k
demolish	ielts
demonstrate	cet4
demonstrate	ielts
demonstrate	ngsl5k
demonstrated	ngsl5k
demonstrates	ngsl5k
demonstrating	ngsl5k
demonstratings	ngsl5k
demonstration	ielts
demonstration	ngsl5k
demonstrations	ngsl5k
denial	ielts
denied	ngsl5k
denies	ngsl5k
denomination	ielts
denote	ielts
denounce	ielts
dense	cet4
dense	ielts
densities	ngsl5k
density	cet4
density	ngsl5k
dentist	gk
dentist	ielts
dentist	zk
deny	cet4
deny	ielts
deny	ngsl5k
denying	ngsl5k
denys	ngsl5k
depart	cet4
depart	ielts
department	cet4
department	gk
department	ielts
department	ngsl5k
departmental	ielts
departments	ngsl5k
departure	cet4
departure	gk
depend	cet4
depend	gk
depend	ngsl5k
depend	zk
depended	ngsl5k
dependent	cet4
dependent	ielts
dependent	ngsl5k
dependents	ngsl5k
depending	ngsl5k
dependings	ngsl5k
depends	ngsl5k
depict	ielts
deplete	ielts
depletion	ielts
deplore	ielts
deposit	cet4
deposit	gk
deposit	ielts
deposit	ngsl5k
deposited	ngsl5k
depositing	ngsl5k
depositings	ngsl5k
deposits	ngsl5k
depress	cet4
depress	ielts
depress	ngsl5k
depressed	ngsl5k
depresses	ngsl5k
depressing	ngsl5k
depressings	ngsl5k
depression	cet4
depression	ielts
depression	ngsl5k
depressions	ngsl5k
deprive	ielts
depth	cet4
depth	gk
depth	ielts
depth	ngsl5k
depths	ngsl5k
deputy	cet4
deputy	ielts
derelict	ielts
derive	cet4
derive	ielts
derive	ngsl5k
derived	ngsl5k
derives	ngsl5k
deriving	ngsl5k
derivings	ngsl5k
descend	cet4
descend	ielts
descent	ielts
describe	cet4
describe	gk
describe	ngsl5k
describe	zk
described	ngsl5k
describes	ngsl5k
describing	ngsl5k
describings	ngsl5k
description	cet4
description	gk
description	ielts
description	ngsl5k
descriptions	ngsl5k
desert	cet4
desert	gk
desert	ielts
desert	ngsl5k
deserted	ngsl5k
deserting	ngsl5k
desertings	ngsl5k
deserts	ngsl5k
deserve	cet4
deserve	gk
deserve	ielts
deserve	ngsl5k
deserved	ngsl5k
deserves	ngsl5k
deserving	ngsl5k
deservings	ngsl5k
design	cet4
design	gk
design	ielts
design	ngsl5k
designate	ielts
designed	ngsl5k
designer	ielts
designer	ngsl5k
designers	ngsl5k
designing	ngsl5k
designings	ngsl5k
designs	ngsl5k
desirable	cet4
desirable	ielts
desire	cet4
desire	gk
desire	ielts
desire	ngsl5k
desired	ngsl5k
desires	ngsl5k
desiring	ngsl5k
desirings	ngsl5k
desk	gk
desk	ielts
desk	ngsl5k
desk	zk
desks	ngsl5k
desolate	ielts
despair	cet4
despair	ielts
despatch	ielts
desperate	cet4
desperate	gk
desperate	ielts
despise	cet4
despise	ielts
despite	cet4
despite	ngsl5k
dessert	gk
destination	cet4
destination	gk
destination	ielts
destine	ielts
destiny	ielts
destroy	cet4
destroy	gk
destroy	ngsl5k
destroyed	ngsl5k
destroying	ngsl5k
destroyings	ngsl5k
destroys	ngsl5k
destruction	cet4
destruction	ngsl5k
destructions	ngsl5k
destructive	cet4
destructive	ielts
detach	ielts
detail	cet4
detail	ielts
detail	ngsl5k
detailed	ielts
detailed	ngsl5k
detailing	ngsl5k
detailings	ngsl5k
details	ielts
details	ngsl5k
detain	ielts
detect	cet4
detect	ielts
detect	ngsl5k
detected	ngsl5k
detecting	ngsl5k
detectings	ngsl5k
detection	cet4
detective	gk
detective	ielts
detects	ngsl5k
deter	ielts
detergent	ielts
deteriorate	ielts
determination	cet4
determination	gk
determination	ielts
determination	ngsl5k
determinations	ngsl5k
determine	cet4
determine	gk
determine	ngsl5k
determined	ngsl5k
determines	ngsl5k
determining	ngsl5k
determinings	ngsl5k
detest	ielts
detriment	ielts
detrimental	ielts
devastate	ielts
devastating	ielts
develop	gk
develop	ngsl5k
develop	zk
developed	ngsl5k
developing	ngsl5k
developings	ngsl5k
development	gk
development	ielts
development	ngsl5k
development	zk
developments	ngsl5k
develops	ngsl5k
deviate	ielts
device	cet4
device	ngsl5k
devices	ngsl5k
devil	cet4
devise	cet4
devise	ielts
devote	cet4
devote	gk
devote	ielts
devote	ngsl5k
devoted	ngsl5k
devotes	ngsl5k
devoting	ngsl5k
devotings	ngsl5k
devotion	gk
devour	ielts
dew	cet4
diagnose	ielts
diagram	cet4
diagram	gk
diagram	ielts
dial	cet4
dial	gk
dial	ielts
dialect	cet4
dialect	ielts
dialog	cet4
dialog	ngsl5k
dialoged	ngsl5k
dialoging	ngsl5k
dialogs	ngsl5k
dialogue	gk
dialogue	ielts
dialogue	ngsl5k
dialogue	zk
dialogued	ngsl5k
dialogues	ngsl5k
dialoguing	ngsl5k
dialoguings	ngsl5k
diameter	cet4
diameter	ielts
diamond	cet4
diamond	gk
diary	cet4
diary	gk
diary	ielts
diary	zk
dictate	cet4
dictate	ielts
dictation	cet4
dictation	gk
dictation	ielts
dictionary	gk
dictionary	zk
did	ngsl5k
didn	ngsl5k
die	gk
die	ngsl5k
die	zk
died	ngsl5k
dieing	ngsl5k
dieings	ngsl5k
dies	ngsl5k
diet	cet4
diet	gk
diet	ielts
diet	ngsl5k
dieted	ngsl5k
dieting	ngsl5k
dietings	ngsl5k
diets	ngsl5k
differ	cet4
differ	gk
differ	ielts
differ	ngsl5k
differed	ngsl5k
difference	cet4
difference	gk
difference	ielts
difference	ngsl5k
difference	zk
differenced	ngsl5k
differences	ngsl5k
differencing	ngsl5k
differencings	ngsl5k
different	gk
different	ielts
different	ngsl5k
different	zk
differentiate	ielts
differently	ngsl5k
differing	ngsl5k
differred	ngsl5k
differs	ngsl5k
difficult	gk
difficult	ielts
difficult	ngsl5k
difficult	zk
difficulties	ielts
difficulties	ngsl5k
difficulty	cet4
difficulty	gk
difficulty	ielts
difficulty	ngsl5k
difficulty	zk
diffuse	ielts
dig	gk
dig	ngsl5k
dig	zk
digest	cet4
digest	gk
digest	ielts
digged	ngsl5k
digging	ngsl5k
digital	cet4
digital	gk
digital	ielts
digital	ngsl5k
digitals	ngsl5k
dignity	gk
dignity	ielts
digs	ngsl5k
dilapidated	ielts
dilate	ielts
dilemma	gk
dilemma	ielts
diligent	cet4
diligent	ielts
dilute	ielts
dim	cet4
dim	ielts
dimension	cet4
dimension	gk
dimension	ielts
dimension	ngsl5k
dimensioned	ngsl5k
dimensioning	ngsl5k
dimensionings	ngsl5k
dimensions	ngsl5k
diminish	ielts
din	ielts
dine	gk
dine	ielts
dingy	ielts
dining	ielts
dinner	gk
dinner	ielts
dinner	ngsl5k
dinner	zk
dinners	ngsl5k
dinosaur	gk
dioxide	gk
dioxide	ielts
dip	cet4
dip	gk
dip	ielts
diploma	gk
diploma	ielts
diplomas	ielts
diplomat	ielts
diplomatic	ielts
direct	cet4
direct	gk
direct	ielts
direct	ngsl5k
direct	zk
directed	ngsl5k
directing	ngsl5k
directings	ngsl5k
direction	cet4
direction	gk
direction	ngsl5k
direction	zk
directions	ngsl5k
directly	cet4
directly	ngsl5k
director	cet4
director	gk
director	ielts
director	ngsl5k
director	zk
directors	ngsl5k
directory	gk
directory	ielts
directs	ngsl5k
dirt	cet4
dirt	gk
dirtied	ngsl5k
dirtier	ngsl5k
dirties	ngsl5k
dirtiest	ngsl5k
dirty	gk
dirty	ngsl5k
dirty	zk
dirtying	ngsl5k
disability	gk
disable	cet4
disable	ielts
disabled	gk
disabled	ielts
disadvantage	cet4
disadvantage	gk
disagree	cet4
disagree	gk
disagree	ngsl5k
disagreed	ngsl5k
disagreeing	ngsl5k
disagreeings	ngsl5k
disagreement	gk
disagreement	ielts
disagrees	ngsl5k
disappear	cet4
disappear	gk
disappear	ngsl5k
disappeared	ngsl5k
disappearing	ngsl5k
disappearings	ngsl5k
disappears	ngsl5k
disappoint	cet4
disappoint	gk
disappoint	ngsl5k
disappointed	ngsl5k
disappointing	ngsl5k
disappointings	ngsl5k
disappointment	gk
disappoints	ngsl5k
disapprove	cet4
disarray	ielts
disaster	cet4
disaster	gk
disaster	ielts
disaster	ngsl5k
disasters	ngsl5k
disc	ielts
disc	ngsl5k
discard	cet4
discard	ielts
discern	ielts
discharge	cet4
discharge	ielts
discipline	cet4
discipline	ielts
discipline	ngsl5k
disciplined	ngsl5k
disciplines	ngsl5k
disciplining	ngsl5k
disciplinings	ngsl5k
disclose	cet4
disclose	ielts
disco	ielts
discord	ielts
discount	cet4
discount	gk
discount	ielts
discount	ngsl5k
discounted	ngsl5k
discounting	ngsl5k
discountings	ngsl5k
discounts	ngsl5k
discourage	cet4
discourage	gk
discover	cet4
discover	gk
discover	ngsl5k
discover	zk
discovered	ngsl5k
discoveries	ngsl5k
discovering	ngsl5k
discoverings	ngsl5k
discovers	ngsl5k
discovery	cet4
discovery	gk
discovery	ielts
discovery	ngsl5k
discovery	zk
discreet	ielts
discrepancy	ielts
discrete	ielts
discriminate	ielts
discrimination	cet4
discrimination	gk
discs	ngsl5k
discuss	gk
discuss	ngsl5k
discuss	zk
discussed	ngsl5k
discusses	ngsl5k
discussing	ngsl5k
discussings	ngsl5k
discussion	cet4
discussion	gk
discussion	ielts
discussion	ngsl5k
discussion	zk
discussions	ngsl5k
disdain	ielts
disease	cet4
disease	gk
disease	ielts
disease	ngsl5k
disease	zk
diseased	ngsl5k
diseases	ielts
diseases	ngsl5k
disguise	cet4
disguise	ielts
disgust	cet4
disgust	ielts
disgusting	gk
dish	gk
dish	ngsl5k
dish	zk
dished	ngsl5k
dishes	ielts
dishes	ngsl5k
dishing	ngsl5k
dishings	ngsl5k
dishonour	cet4
disk	cet4
disk	ngsl5k
disks	ngsl5k
dislike	cet4
dislike	gk
dismay	ielts
dismiss	cet4
dismiss	gk
dismiss	ielts
dismiss	ngsl5k
dismiss	zk
dismissed	ngsl5k
dismisses	ngsl5k
dismissing	ngsl5k
dismissings	ngsl5k
disobey	gk
disorder	cet4
disorder	ielts
disorder	ngsl5k
disordered	ngsl5k
disordering	ngsl5k
disorderings	ngsl5k
disorders	ngsl5k
dispatch	ielts
dispel	ielts
disperse	ielts
displace	ielts
display	cet4
display	ielts
display	ngsl5k
displayed	ngsl5k
displaying	ngsl5k
displayings	ngsl5k
displays	ngsl5k
displease	cet4
disposal	cet4
disposal	ielts
dispose	cet4
dispose	ielts
disposition	ielts
dispute	cet4
dispute	ielts
dispute	ngsl5k
disputed	ngsl5k
disputes	ielts
disputes	ngsl5k
disputing	ngsl5k
disputings	ngsl5k
disregard	ielts
disrupt	ielts
dissatisfy	cet4
dissertation	ielts
dissipate	ielts
dissolve	cet4
dissolve	ielts
distance	cet4
distance	gk
distance	ielts
distance	ngsl5k
distanced	ngsl5k
distances	ngsl5k
distancing	ngsl5k
distancings	ngsl5k
distant	cet4
distant	gk
distant	ielts
distant	ngsl5k
distend	ielts
distil	ielts
distinct	cet4
distinct	ielts
distinct	ngsl5k
distinction	cet4
distinction	gk
distinction	ielts
distinction	ngsl5k
distinctions	ngsl5k
distinguish	cet4
distinguish	gk
distinguish	ielts
distinguish	ngsl5k
distinguished	ngsl5k
distinguishes	ngsl5k
distinguishing	ngsl5k
distinguishings	ngsl5k
distort	ielts
distract	ielts
distraction	ielts
distress	cet4
distress	ielts
distribute	cet4
distribute	gk
distribute	ielts
distribute	ngsl5k
distributed	ngsl5k
distributes	ngsl5k
distributing	ngsl5k
